,0
33db9d032b967485d628f73408ebfb6953db40a7,"['It has been demonstrated that curcumin has a wide range of antiviral activity against different viruses including inhibitory effect of HIV-1 and HIV-2 proteases [31] [32] [33] .This study aims to identify potent inhibitors for 2019-nCoV main protease for designing and developing drugs against the viral infection.', 'Hispidin forms a strong hydrogen bond network with nCoV-2019 protease, six hydrogen bonds have been observed in both blind and specific docking.', 'Hydroxyl groups of hispidin and residues Leu141, Ser144, Cys145 and Met165 of 2019-nCoV protease form the other hydrogen bonds.', 'A very strong and short hydrogen bond has been observed between hydroxyl groups of lepidine E and Leu141 with length of 1.64Å and 1.74Å in blind docking and specific docking respectively.', 'The other atoms of lepidine E forms hydrogen bond with 2019-nCoV protease residues, whereas, NH of both imidazole rings bind to Oxygen atom (of main chain) of Thr24and His164 (with interatomic distances ""ID"" of 2.32 and 2.38Å).', 'Oxygen atom and hydroxyl group interact with NH main group of Gly143 and Cys145 forming hydrogen bond with length of 2.88 and 3.38Å, respectively.', 'It is noticed that lepidine B bind to 2019-nCoV protease differently, the hydrogen bonds are of length 2.7, 2.9 and 3.09Å with His164, His163, and Glu166 respectively ( Fig.', 'These hydrogen bonds lead to a strong binding of 2019-nCoV protease binding site.', 'It has been found that curcumin has an inhibitory effect against of HIV-1 and HIV-2 proteases [31] [32] [33] .Colchicine, febuxostat, aloxistatin, DHPEHP, and β-carboline derivatives bind strongly in the binding site of 2019-nCoV protease.', 'A number of 1903 drugs were tested as the Mpro inhibitors in a preprint manuscript, among them, Nelfinavir was proposed to be potential inhibitor against 2019-nCoV [45] .', 'It was declared that 10 commercial medicines may form hydrogen bonds with key residues of 2019-nCoV main protease [47] .', 'According to articles published in Nature Communications and Nature reviews drug discovery (Sheahan et al, 2020 and Guangdi et al, 2020) [48, 49] , currently, only four drugs (Ritonavir, Darunavir, cobicistat, and ASC09F) are considered for treatment of 2019-nCoV as 3CLpro inhibitors.']"
e67972e9e661c7abfc8190b527c22a8f278c2d5e,"['Drugs such as remdesivir, favipiravir, ivermectin, lopinavir/ritonavir, mRNA-1273, phase I trial (NCT04280224) and AVT technology are being used as therapeutic agents by different countries for treating 2, 3, 29] .In this context, the invivo mathematical modelling studies can be extremely helpful in understanding the efficacy of the drug/medicine administered.', 'This result validates the clinical findings in [6] which states that ""Ivermectin, an FDA-approved anti-parasitic previously shown to have broad-spectrum anti-viral activity in vitro, is an inhibitor of the causative virus (SARS-CoV-2), with a single addition to Vero-hSLAM cells 2 h post infection with SARS-CoV-2 able to effect 5000-fold reduction in viral RNA at 48 h.""When applied in combination, these drugs yield the best possible results.']"
eff21faa99219df0711ff1f8c467bda132a4a5f8,"['Colleges, universities, and cinema halls were soon to follow and were shut down within a week.']"
83fcb89e3431d72f29eb7681f880169e32c2253a,"['Labels (quasicolors) such as say ""coronavirus is bio-weapon"" lead to immediate absorption of communications, social atoms react immediately to the instinctive feeling of danger.']"
f63279433037960cfda87006ee01d38b4d79276e,"['However, treatments including antiviral agents, chloroquine and hydroxychloroquine, corticosteroids, antibodies, convalescent plasma transfusion and radiotherapy are being studied .As alternative to these treatments, the use of drug administration (vaccine) arises as an interesting alternative to face this pandemic.']"
a168eb592e75841f8e9e7ea69912e32b93b93c47,"['Furthermore, the SARS-CoV-2 does not use other coronavirus receptors viz; alanine aminopeptidase N (ANPEP) and dipeptidyl peptidase 4 (DPP4), which are used by CoV-229E and the Middle East Respiratory Syndrome Coronavirus (MERS-CoV), respectively, for entry into host cells (Li, 2015; Letko, Marzi and Munster, 2020) .ACE2 is necessary for entry of SARS-CoV-2 into host cells, and studies have shown that the spike (S) protein of SARS-CoV-2 is processed by transmembrane serine protease 2 (TMPRSS2) (Matsuyama et al.']"
90742f2748824fc2d9e3c8bd499f0e51c68b2b38,"['In many cases a clinical trial consists in a placebo-controlled study: a test group receives a drug treatment and a control group receives placebo.', '(There are many different clinical trials analyses [15, 16] , however here we adopt one very similar to current COVID-19 clinical trial on Remdesivir [17] .)']"
66fc936b851404690bd89b28316bed4e4858ebe0,"['When declared positive, the man was suggested to change his treatment using only Valsartan (Courtesy from Direct Personal Communication).', 'This is accompanied by the cooperative effect of the misfunctioning of the ACE2-ANG(1-7) axis of the RAS signalling system, that further contributes to the inflammatory response, while not anymore protecting lungs from injuries.-Increase of ACE2 content could favour viral invasion (evidence of ACE2 increase are found in scientific literature for mineralocorticoid receptor blockers (MRB), ibuprofen, ARBs-Sartans).-Substances could sequester or inactivate molecules that reduce ACE2 content; as an example, AT1r sequestering by ARBs (Sartans) increases ACE2 content on cell membranes.-Substances could favour shedding or internalization of ACE2m could decrease the viral infection rate, although side effects due to the decreased functioning of the ACE2-ANG(1-7) RAS signalling axis.-Exclusive treatments by ACE-inhibitors (not accompanied by ARBs (Sartan) treatments) could exert a protective effect.-Targeted actions based on deep diagnostics to reduce cytokine overload (not using general antiinflammatory treatments) should be provided since some cytokines appears to favour while others inhibit the viral infection (examples are reported in model here provided (Figure 1) ).-Information on cytokines average content from COVID-19 patients (critical or dead) are available from Wuhan patients and from SARS-CoV previous pandemic.']"
6c32d98ef568b0fafd0ca1f269eca15194199e7f,"['The latter remark seems to go in tandem with the well-known fact that in the countries most affected by COVID-19, the epidemic spread of the virus had mostly concentrated in specific areas: the province of Hubei, and above all the city of Wuhan, in China; the Lombardy region, and above all the provinces of Bergamo, Brescia, Lodi and Milan, in Italy; the city of New York in the USA;Île-de-France in France; Madrid and Catalunya in Spain.']"
6f9f3822c92c26963496411548e43cb7939fdd4f,['2.2.5.3Papain-like protease SARS-CoV-2 papain-like protease (PLPro) is a cysteine cleavage protein located within the non-structural protein 3 (NS3) section of the viral genome [20] .']
dc32c076483ca1084f652c9759d7e9c5e6366ec7,"['A recent study suggested that two known anti-viral drugs Remdesivir and Favipiravir which are used for the treatment of variety of RNA virus diseases, by targeting RNA polymerase and RdRp respectively, could successfully inhibit SARS-CoV-2 replication in vitro [13] [14] [15] [16] [17] .Unfortunately, the mechanism of action and the efficacy of these compounds remain unclear.', 'Remdesivir and Favipiravir were used as positive control, as they were reported to be effective for COVID-19 by several recent studies [13, 14] .The molecular docking pattern and involved amino acid residues with their respective position were further analyzed to reveal the common interactive sites of RdRp in the SARS-CoV-2.', 'Thus, the binding pattern of five most effective compounds along with Remdesivir and Favipiravir, were analyzed to observe the common drug surface hotspot.', ""The amino acid position of Y32, K47, Y129, H133 and S709 along with D140 and N781 were also found crucial for the RdRp of SARS-CoV-2 to interact with Rifapentine, Fidaxomicin, 7-methyl-guanosine-5'-triphosphate-5'-guanosine and Ivermectin (Table 1 and Fig."", ""Various antiviral drugs have been developed targeting this enzyme for the treatment of infections caused by RNA viruses and they are working effectively [10, 50] .Therefore, this present study aimed to identify potential drugs targeting this enzyme for the treatment of COVID-19.Molecular docking analysis revealed that Rifabutin, Rifapentine, Fidaxomicin, 7-methylguanosine-5'-triphosphate-5'-guanosine and Ivermectin could be potential RdRp inhibitors of SARS-CoV-2."", 'Notably, Ivermectin has already been reported as showing inhibitor property in SARS-CoV-19 replications in vitro [51] .', 'In addition to these drugs, Remdesivir along with Favipiravir which has already been suggested for the treatment of COVID-19, was also found to be effective as the inhibitor of RdRp of SARS-CoV-2 [14] .', 'Additionally, pharmacophore was designed using the top RdRp inhibitor drugs along with Remdesivir, which was used further for the screening of ZINC database.', 'Although their binding affinity was lower than one control (Remdesivir), the vast number of interactions would give the complex its stability with this binding energy.']"
024b30561568979f525d8b2580f85122c02008a0,"['If R 0 could be reduced below unity, an epidemic would fade away and could be got rid of, but except in a small isolated community some virus would always remain, and when social distancing was relaxed, the epidemic would begin anew.']"
ac28c41a38cdbae61be7145096661508a213ecb8,"['All computational experiments were executed on Lambda Blade (lambdalabs.com) hardware (8x RTX 8000 + NVLink GPUs with 48GB GDDR6 RAM, 2x Intel Xeon Gold 5218 processor with 512 GB RAM) using the Pytorch framework [16] .']"
7ba9ff6c9285cb6104d73794ec406424fc373d17,"['We have combined the data with weather data 2 consists of humidity, dew, ozone, perception, max temperature, minimum temperature, and UV.']"
ccea170696f0a060415d9f649f095e99efc83149,"['The antiviral drug remdesivir (RDV) can inhibit the growth of COVID-19 and found to be efficacious in the clinic in combination.', 'Similarly, the broad-spectrum virus-host cell fusion inhibitor marketed antiviral drug arbidol (ABD), prevents the entry of the virus entry into the host cell acting through ACE2 has entered into a clinical trial for the treatment of COVID-19.']"
f84886d52a2dc934793dbaf2272f9a16c8da275c,"['The final six topics chosen were ""Social distancing"", ""Quarantine"", ""COVID-19"", ""Coronavirus"", ""Face Mask"" and ""Hydroxychloroquine"".', 'Hydroxychloroquine was not used in country specific search as it was only visible trending for three countries among the chosen seven countries.']"
ce4853916b495c85f37955867594001bf010e14c,"['Numerous drugs are already part of clinical trials, including remdesivir (a less effective ebola drug), Chloroquine, Hydroxychloroquine (antimalarial drugs), Tocilizumab (rheumatoid arthritis drug), Favipiravir (influenza drug), and Kaletra (a combination of Lopinavir and Ritonavir for treating human immunodeficiency virus HIV-1) 7 .Computational systems and network medicine approaches offer a methodological toolbox required to understand molecular virus-host-drug mechanisms and to predict novel drug targets to attack them 8, 9 .', 'Other drugs that target this subnetwork include Masitinib, Erlotinib, and Sorafenib, which could be further examined in downstream analyses.', 'Using KeyPathwayMiner for drug target discovery followed by Closeness Centrality for drug discovery, we identify methylene blue in addition to Chloroquine and Deferoxamine, which are both in COVID-19 clinical trials 44, 45 .', '12 drugs currently in clinical trials (Dexamethasone, Colchicine, Pravastatin, Ribavirin, Ruxolitinib, Bromhexine, Oseltamivir, Noscapine, Ascorbic acid, Tofacitinib, Artenimol, Suramin) target the virus interactors directly.', 'Top-ranking drugs included Tofacitinib and Ruxolitinib, which are currently being assessed in clinical trials for the treatment of COVID-19 ( Figure S5 ).', 'Tofacitinib and Ruxolitinib are both known to inhibit Janus kinase (Jak), which promote cytokine signaling 14, 15 .', 'As shown in Figure S5 , other drugs that target this subnetwork include Masitinib, Erlotinib, and Sorafenib, which could be further examined in downstream analyses.', 'In the resulting ranked list, we rediscovered Chloroquine as well as Deferoxamine, both of which are currently in clinical trial or discussed in the literature as candidate drugs for COVID-19 treatment.', 'Note that Deferoxamine is widely used for the treatment of Thalassemia and as a chelator of ferric ion in disorders of iron overload 28 .']"
ce7287354364d68d40d95b7836dc4f77def81891,"['In this part, we want to figure out how COVID-19, Policy Effectiveness, and Stock Emotion react to each other, from the perspective of volatility, by DCC-GARCH.']"
aade2764be5413365167bf4cb76c3efc977a9d00,"['The main drug hydroxychloroquine studied here is claimed effective against the SARS-CoV-2 [11] and therefore, its dock score compared with the other tested molecules.', 'From the obtained results, we observed that all the tested molecules showed better dock score in compared to the hydroxychloroquine and overall, the molecule from limonoid family (i.e.', 'To search potential inhibitors for COVID-19, total 18 molecules were selected for molecular docking studies with the proteins RdRp, ACE2, and spike glycoprotein ( Table 1) .We had mainly screened phytochemicals that showed some biological activities, and the results were compared with the hydroxychloroquine and paracetamol pretended to be a temporary therapeutic targets.']"
5d965a34b58313fdd0ea5a801d5838893b270625,['Recent experience in India with the large and slow exodus of migrant workers from cities following lockdown suggests that suppression policies imperfectly implemented in low-capacity settings may have counter-productive effects on containing COVID-19.']
e2889e7709c7b51f2679394599ba1903c7fdea24,"['Although the emergency use authorizations issued by the FDA for face shields (https://www.fda.gov/media/136842/download) and for systems developed by industry, such as the Battelle Decontamination System (https://www.fda.gov/media/136529/download), which can disinfect thousands of masks at a time using a vapor-phase hydrogen peroxide, are only effective for the duration of the COVID-19 crisis, this does not diminish the important role of the community as a stopgap in this time of need.']"
e3e74a23b47b2ff4241580bd5346598bd68b41b8,"['In Figure 4 , doctors want to study if remdesivir is a potential drug treatment for COVID-19.', 'Remdesivir is currently a very actively studied drug that has the potential to be repurposed for COVID-19 treatment.', 'Similarly, in the top-retrieved results shown below, we can see many sentences regarding the clinical trials for remdesivir against COVID-19.', 'An additional example is shown for amodiaquine as a potential drug for COVID-19 in Figure 5 .Last, we show that EVIDENCEMINER is also useful for evidence finding for controversial topics.']"
0e2cb8e30cb7f94777dcd408097f0f85483561c8,"['In this study, we leverage generative synthesis [13] as the machine-driven design exploration strategy, which is based on an intricate interplay between a generator-inquisitor pair that work in tandem to garner insights and learn to generate deep neural network architectures that best satisfies human specified design requirements.']"
2c64394abb5e97b4efcb57c18e8e649b869a61bd,"['""Under this narrative, social distancing will become \'a way of living\' with COVID-19 and reflect changing attitudes to prosocial behaviour; very much like our attitudes to recycling, smoking or outdated and dangerous practices, such as the use of laudanum or mercury in the Victorian age.']"
70823365aec2e48f3513e3119eda9f074d5aa729,"['2012] Coronavirus proteases are a papain-like (PL2 pro ) and a cysteine 3C-like proteinase (3CL pro ) synthesized from nsp3 and nsp5, respectively [Chen et al 2005] .Coronavirus.pro simulates proteolytic effect of coronavirus proteases PL2pro and 3CLpro though multiple protease pattern sequences (table 3) .']"
79a172594fb9cca3af8e301288fcbac357e3dc8a,"['Where Italy and later Spain are criticized by not being quick enough to react on the spread of the SARS-CoV-2 virus, one wonders whether others would have made different decisions at that time.']"
08b769b0017cd515b2f3fa802fb460cfb2208a63,"['We only found three messages covering an explicit ""fake news"" item, that is, the story of a study proving Ibuprofen to significantly worsen COVID-19.', 'While the medical evidence on the association between Ibuprofen and COVID-19 was doubtful, the alleged source of the story (a research institution in Vienna) denied the existence of a study conducted by said institution.']"
9e423a015034fe09fbf7890ba8f2fa5a3b877a5c,"[""Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it.""]"
66bdd867f53966bfda817b5cf1bbf6ac53b0752f,"['catRAPID 20 estimates the binding potential of a specific protein for an RNA molecule through van der Waals, hydrogen bonding and secondary structure propensities allowing identification of interaction partners with high confidence 21 .', 'While double-stranded RNA-specific adenosine deaminase ADAR (P55265) is absent in our library due to its length that does not meet catRAPID omics requirements 18 , the omiXcore extension of the algorithm specifically developed for large molecules 41 attributes the same binding propensity to both ADARB1 and ADAR, thus indicating that the interactions might occur (Materials and Methods).Moreover, experimental works indicate that the family of ADAR deaminases is active in bronchoalveolar lavage fluids derived from SARS-CoV-2 patients 42 and is upregulated in A549 cells infected with SARS-CoV-2 (log fold change of 0.58; p-value of 10 -8 and q-value of 10 -5 ) 40 .We also identified proteins related to the establishment of integrated proviral latency, including Xray repair cross-complementing protein 5 XRCC5 (P13010) and X-ray repair cross-complementing protein 6 XRCC6 (P12956; Fig.', ""In addition, we discovered that the highly structured region at the 5' has the largest number of protein partners including ATP-dependent RNA helicase DDX1 that was previously reported to be essential for HIV-1 and coronavirus IBV replication 54,55 , and the double-stranded RNA-specific editases ADAR and ADARB1 that catalyse the hydrolytic deamination of adenosine to inosine 49 .""]"
04fc9f631e698a53691d96eaf89141354420539d,"['The 20 most common war terms found in our database are hereby reported with relative percentage to all war terms and number of overall occurrence: Words that were virtually absent (or had very limited usage) in the context of Covid-19 onTwitter were: armies (2x), battleground (2x), combatant (2x), combative (2x), conquering (2x), grenade (2x), gunfight (2x), hostility (2x), invader (2x), bombard (2x), belligerent (1x), disarmament (1x), guerrilla (1x), insurgency (1x), raider (1x), rebellion (1x), treaty (1x), minefield (1x), vanquish (1x), blitzkrieg (0x), vanquishment (0x), conquest (0x).']"
461329bb85f6fce543050a890175d979a911135b,"['Taken in tandem, our theoretical models and empirical results argue for urgent implementation of universal masking in regions that have not yet adopted it as policy or *This collective work grew out of a Kinnernet discussion group about COVID-19 initiated by Guy-Philippe Goldstein.']"
be15899d40c455f5af99e95f8c844e480000971d,"['For example, tyrosine kinase inhibitors, often used in anticancer therapy, have shown promising coronavirus replication inhibition in infectious cell culture systems (Coleman et al., 2016; Dong et al., 2020; Shin et al., 2018; Sisk et al., 2018) .', 'Spike protein cleavage can be done by the transmembrane protease serine 2 (TMPRSS2) at the cell surface, or by Cathepsin L within endosomes (de Wilde et al., 2018) .', 'The state of this switch can be controlled by tyrosine kinase activity involving the Src/Abl and other tyrosine kinases known to be upregulated during endosomal processes (Reinecke and Caplan, 2014 ) and viral infection (Davey et al., 2011) including in coronaviruses (Coleman et al., 2016; Dong et al., 2020; Shin et al., 2018; Sisk et al., 2018) .', 'Cilengitide and abituzumab are made available for in vitro testing in the context of the SARS-CoV-2 pandemic by the company who developed it initially (contact: compound_donation@merckgroup.com).As discussed above, tyrosine kinase mediated phosphorylation plays an important role in virus entry and maturation, and several tyrosine kinase inhibitors have been developed in the clinic and show effects on viral infection.', 'More recently, tyrphostin A9, a platelet-derived growth factor receptor (PDGFR) tyrosine kinase inhibitor came out from a high-throughput screening using cytopathic effect as readout, it also showed in vitro inhibitory capacity to transmissible gastroenteritis virus (TGEV), an alpha coronavirus that infects pigs (Dong et al., 2020) .', 'Consequently, tyrosine kinase inhibitors may be good candidates to test for their effect on SARS-CoV-2.A number of protease inhibitors are currently discussed for SARS-CoV-2 treatment.', 'Serine protease inhibitor camostat mesylate is active against TMPRSS2 and blocks cell entry (Hoffmann et al., 2020) .', 'Chlorpromazine, an antipsychotic (via dopamine D2 antagonism) dating from the 1950s, is also a potent endocytosis inhibitor (which may explain some of its marked side effects, which can include low white blood cell levels).', 'The potential use of endocytosis inhibitors such as Amiodarone (Stadler et al., 2008) and chlorpromazine in coronavirus infection is further discussed here .The situation with targeting autophagy seems unclear.', 'Simvastatin is another drug which is known to upregulate autophagy via the mTOR pathway (Wei et al., 2013) .', 'However, for any such inhibitor that passes the blood-brain barrier, effects on mood and other brain operations are an inevitable side effect: Even so, the endocytosis inhibitor chlorpromazine is a widely used drug with a well-known safety profile (Solmi et al., 2017) .Due to the presence of the cell attachment motif RGD in SARS-CoV-2, integrin inhibitors seem worthwhile to explore further.', 'However, it would be readily testable with available ACE2 inhibitors, like Captopril, on the market since the 1970s (Enalapril would not be suited for in vitro testing, as it needs to be activated in the liver to become the active ingredient).', 'Overall, the collection of candidate motifs in this system suggests that a range of host directed therapies might be explored including RGD inhibition, tyrosine kinase inhibition, endocytosis inhibition and autophagy inhibition and/or activation.']"
7b72de65011af1999b1beea472cca8d95b25abb8,"['However, several difficulties prevail to locate and obtain the relevant posts related to the COVID-19 spread.', 'iii) How different demography (e.g., age groups, gender classes) react to misinformation about COVID-19 spread and how to utilize this knowledge to combat the misinformation propagation?Several existing literature has proposed different fact determining techniques for analyzing and detecting falsified claims and rumors on social media using: i) Bayesian-based heuristic algorithms [54] , ii) analyzing textual evidence with associated images [71] , and iii) considering physical constraints and temporal dependencies of the evolving truth [72] .']"
43191331b990274f031f42488882f299c6fe012f,"['In the latter case, the halogen cyclic killing reactions may result in dysfunctions or disorders of closely interacting and communicating cell organelles, such as peroxisomes, mitochondria and lysosomes, and even severe damage to the host cells and tissues during autoimmune (over inflammation), by analogy with the severe springtime Antarctic ozone hole.', 'Here we present a new molecular mechanism of action (MOA) of a class of halogenated aromatic drugs such as chloroquine and hydroxychloroquine (HCQ), which have been a current focus for experimental treatment of COVID19 55-57 and more potent di-amino, di-halogen aromatic ring molecules (termed femtomedicine compounds, FMDs), which have exhibited excellent targeted chemotherapy of multiple cancers [58] [59] [60] .', 'For the MOA of HCQ and chloroquine, the readers are referred to a timing and excellent review by Schrezenmeier and Dörner 61 .', '72 report that the FDA-approved ivermectin inhibits replication of SARS-CoV-2 in vitro, making it a possible candidate for COVID19 drug repurposing research.']"
ab0920d9c9b4b36d63943f751a372890ac1fed0e,"['COVID-19 postsWe retrieved COVID-19 posts by searching through all posts by users in the user pool, with a list of 167 keywords covering generally related terms such as coronavirus and pneumonia, as well as specific locations (e.g., ""Wuhan""), drugs (e.g, ""remdesivir""), preventive measures (e.g., ""mask""), among others (see SI Table S1 for a complete list).']"
1345c27caadfe883cbd68147767efcfc34207e8c,"['However, COVID-19 has been observed to display different pattern of reproduction in malaria endemic countries, this could be reduced as a result of herd immunity due to the use of hydroxychloroquine in treatment of COVID 19 (myjoyonline, 2020).']"
dec284d72947005a519d580bb3fc80a21e6462a9,"['This makes the virus able to interact with high airways and then reach the low airway cells [38] .The recognition between spike and sialic acids occurs via a conserved groove which plays a key role for S MERS-CoV-mediated attachment to sialosides and entry into human airway epithelial cells [33] .Since the interaction of MERS-CoV spike and the sialic acids is caused mainly by hydrogen bonds and shape complementarity [39] , our method is particularly suitable to find on the SARS-CoV-2 spike surface a region similar to the one involved in binding of the sialic acid in MERS-CoV spike.']"
b1a4d0d9eac3e1265532e7c12fb292328e3805c4,"['Kumar -yearold female rheumatoid arthritis; she was treated with antiviral agents (lopinavir/ritonavir), and treatment with cDMARDs was discontinued except hydroxychloroquine.']"
92a4865e560a9dfbedc5e8fa1cfa3d095ed45f92,"['A separate investigation performed by Lu (2020) indicated that among 4 tested drugs (nelfinavir, pitavastatin, perampanel, and praziquantel), nelfinavir was identified as the best potential inhibitor against COVID-19.The main protease (Mpro)/chymotrypsinlike protease (3CLpro) from COVID-19, represents a potential target for the inhibition of CoV replication [Lu, 2020] .']"
38f2cf98a12e6af6f9c59911f9006caf991dfd5f,"['We avoid getting involved in such discussions and only report our research findings based on the existing bioinformatics predictive methods and tools [5, 6] and the methods which we have developed [7] .Chloroquine [8] and its less toxic derivative hydroxychloroquine [9] are drugs used to prevent and treat acute attacks of malaria.', 'Remdesivir is a subject of clinical trials as a potential COVID-19 treatment [16] .α-difluoromethylornithine (DMFO), is a medication primary used to treat African trypanosomiasis (sleeping sickness) and excessive facial hair in women [17] .', 'Specifically, it is used for the second stage of sleeping sickness caused by T. b. gambiense and may be used with nifurtimox [18] .', 'However, since it is a halogenated organic molecule with somehow similar active sites as chloroquine we decided to study it towards treatment of COVID-19.', 'ResultsThe analysis of chloroquine binding patterns to human lysosomal protein saposin B (pdb id 4v2o) and plasmodium falciparum lactate dehydrogenase (pdb id 1cet) shown in Figure 1 .', ""It suggests that chloroquine's binding to Covid-19 proteins will follow the same patterns of attachment to both hydrophobic and thermodynamically active residues."", 'The drug ivermectin binds glutamate-gated chloride channels and thus increases their permeability to chloride ions.', 'Due to lack of protein structures with remdesivir, we followed the steps of Y. Gao and collaborators [19] and analyzed binding residues of HCV RNA directed RNA polymerase (pdb id 4wtg) to sofosbuvir and compared them to binding residues in Covid-19 RNA directed RNA polymerase (pdb id 6m71).', 'Those residues should be able to accommodate sofosbuvir (Figures 3d-f , similarly to HCV polymerase, Figure 3a -c), but the overall size of the pocket may be small for the larger compound remdesivir (see Figure S1 in Supplementary material).', ""If applied to treat Covid-19, the drug eflornithine should bind to similar sites on the surface of Covid-19 proteins (hydrophobic and thermodynamically active).The analysis of the contact patterns between the ACE2 receptor and the spike glycoprotein's receptor binding domain (RBD) (Figure 4 ) in both SARS (pdb id 6cs2) and Covid-19 (pdb id 6m0j) reveals a significant difference in the distribution of binging important residues between the two viruses."", 'For α-Difluoromethylornithine we analyzed a structure of Trypanosoma brucei ornithine decarboxylase (ODC) with D-ornithine bound to it (pdb id 1njj).']"
ec19ee2b25f9c4ac8b6852fde1cf4bfa52a88687,"['On the other hand, if severe pneumonia is due to an immunopathological response to the virus, then moderating that response, e.g., by inhibiting IL-6 with the monoclonal antibody tocilizumab or other immunomodulatory approach, would be appropriate, but with the risk, as in any immunosuppressive treatment, of impairing the immune response to infection.', 'Focal COVID-19 pneumoniaWe received paraffin embedded lung specimens from the SARS-CoV-2 infected subject of this report from the Department of Pathology of Fatebenefratelli Sacco Hospital, Lombardy, Milan, Italy.']"
89f5c8a531a5fda214e1c6b80f1867b48ef28bd1,"['Li and De Clercq (2020) explored therapeutic options with repurposing of older approved (favipiravir and ribavirin) or experimental antivirals (remdesivir and galidesivir) in view of highly conserved genetic sequence of the cat6alytic sites of the four 2019-nCoV enzymes which have high sequence similarity with those of SARS and MERS Coronaviruses.', 'Baloxavir marboxil (influenza inhibitor of the cap-dependent endonuclease), interferons, ribavirin, Griffithsin (a red-alga-derived viral glycoprotein binding lectin), Lopinavir and Ritonavir (approved anti HIV drug), Nitazoxanide, Chloroquine are few of the drugs under scrutiny for use in COVID-19.']"
b43a98661c649a9284ce10f1d395ff09967e91a4,"['The top recommendating drug Sofosbuvir is an anti-HCV protein inhibitors and is currently undergo many in-vitro investigations for its potential usage for COVID19 11 .', 'Some other molecular docking studies also reported potential efficacy of Simeprevir 12 and Amantadine 13 .', 'Specifically, in addition to the Ritonavir, it surprisingly outputs Remdesivir with high confidence, which is a star candidate for COVID19 by blocking the RNA polymerase and has shown initial clinical effects 16 .', 'There are also initial literature evidence or clinical trials for Tipranavir 17 , Methisazone 18 , Baloxavir 19 , Indinavir 8 to tackle COVID-19.']"
9000e9e6f3685e49be3628a006c080d16e7617bb,"['By comparing daily mobility with baseline mobility, we can measure how people in each county react to COVID-19 by reducing daily travel distance (i.e., Social Distancing).Median Mobility: The median of the individual daily max-distance for all location samples in the specified region.']"
160bffa73923d95f7d62ba4e85e233cc7bdd2a4c,"['The most abundant SNP mutation in SARS-CoV-2 isolates is (28144T>C) in nsp8 protein, in which amino acid leucine (L) is mutated to serine (S).']"
1ea26f19d99cbc108530aeb18c636762b882e1ef,"[""In the current context of the COVID-19 pandemic as an example, Hydroxychloroquine is alleged to be a potential cure and has attracted many ordinary people's attention around the globe.""]"
f601b499ccc36b3c8982aefff48a8e2bfec00d5c,"['All assays are based on inhibition of proteins of SARS-CoV-1.Selecting bioassays for multiple targets of SARS-CoV.The SARS-CoV-2 has two main proteases that are critical for its replication, namely the 3CLpro (3C-like protease) and PLpro (Papain Like Protease), encoded in an open reading frame (Macchiagodena et al., 2020) .']"
cb4fc200007c45c4a6c265c9f704bfb44fd6983d,"['In Section IV-C, we discussed using beacons to deal with spread over longer distance in closed space, such as some form of airborne transmissions in restaurants or conference halls.']"
9410aca958ca0a1bb38bae507331a0018309ce6b,['The palmitate visual is as per Linder and Deschenes.']
dbad020d650c2b42a6293e774ff71c4ca2fff40e,"['[20] use this technique to identify Baricitinib, a drug which is commonly used to treat arthritis via inhibition of JAK1/2 kinases, as a promising therapy for COVID-19 because it inhibits the AP2-associated protein kinase 1 (AAK1) enzyme and may, therefore, make it harder for the virus to infect host cells.', 'In the face of overstretched health care networks, we must strengthen our health systems to sustain services beyond the control and management of COVID-19 in order to truly protect the vulnerable, such as people living with noncommunicable diseases (NCDs).']"
b694888d27880c407c0001df68fe7055a565f2bf,"['The high proportion of patients with severe COVID-19 and these comorbidities prompted us to probe the molecular mechanism by which SARS-CoV-2 attaches and interacts with membrane bound and cell free forms of ACE2.At present, a combination of two known drugs namely Azithromycin and Hydroxychloroquine (HCQ) are promising therapeutic interventions used for management of COVID-19 patients (Gautret P et al, 2020) .']"
453e9b36ec4e9425093d5795c9a2d9202f216fa6,['Pollution: Long-term exposure to air pollution may be one of the most important contributors to fatality caused by the COVID-19 in Europe (Ogen 2020) and in northern Italy Conticini et al.']
67f76ff54ec9ac6246bb2d837e9799d9c0c36525,"['Environmental temperature and response to ARBsFollowing short-term studies to determine efficacy and minimize adverse side-effects, losartan was introduced in the 1990s for the treatment of hypertension.']"
